source_album_type,source_album_id,source_track_id,track_no,track_title,pay_type,last_update,duration_seconds,file_size_bytes,play_count,source_url
book,84267217,8426721700000117,17,霸业兴复，中年男人奋斗史 016 老同事，新领导（四）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000118,18,霸业兴复，中年男人奋斗史 017 老同事，新领导（五）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000119,19,霸业兴复，中年男人奋斗史 018 老同事，新领导（六）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000120,20,霸业兴复，中年男人奋斗史 019 老同事，新领导（七）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000121,21,霸业兴复，中年男人奋斗史 020 老同事，新领导（八）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000122,22,霸业兴复，中年男人奋斗史 021 为了爱,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000123,23,霸业兴复，中年男人奋斗史 022 生日礼物（一),free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000124,24,霸业兴复，中年男人奋斗史 023 生日礼物（二）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000125,25,霸业兴复，中年男人奋斗史 024 求医 （一）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000126,26,霸业兴复，中年男人奋斗史 025 求医（二）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000127,27,霸业兴复，中年男人奋斗史 026 英勇的“傻”二哥,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000128,28,霸业兴复，中年男人奋斗史 027 第一份工作（一）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000129,29,霸业兴复，中年男人奋斗史 028 第一份工作（二）,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,84267217,8426721700000130,30,霸业兴复，中年男人奋斗史 029 莲香来电,free,2026-06-05,,,,https://www.lrts.me/book/84267217
book,86770700,86770700_1,1,第1集 皇宫如此穿越,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_2,2,第2集 皇宫苍月皇朝,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_3,3,第3集 皇宫放灯大典 (一),free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_4,4,第4集 皇宫放灯大典 (二),free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_5,5,第5集 皇宫落水儿童,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_6,6,第6集 皇宫她是皇后？,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_7,7,第7集 皇宫搬出冷宫 (一),free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_8,8,第8集 皇宫搬出冷宫 (二),free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_9,9,第9集 皇宫落榻凤阳宫,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,86770700_10,10,第10集 皇宫招牌而已,free,2025-04-30,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010011,11,第11集 皇宫两妃来访,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010012,12,第12集 皇宫皇帝生辰 (一),free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010013,13,第13集 皇宫皇帝生辰 (二),free,2026-04-16,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010014,14,第14集 皇宫皇帝生辰 (三),free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010015,15,第15集 皇宫皇帝生辰 (四),free,2026-04-16,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010016,16,第16集 皇宫反驳——交易 (二更),free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010017,17,第17集 皇宫刮目相看 (一),free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010018,18,第18集 皇宫刮目相看 (二),free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010019,19,第19集 皇宫魂牵梦魇,free,2026-04-16,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010020,20,第20集 皇宫九九乘法表,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010021,21,第21集 皇宫香妃,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010022,22,第22集 皇宫莫祈秘密,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010023,23,第23集 皇宫又见黑衣人,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010024,24,第24集 皇宫两妃统一战线,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010025,25,第25集 皇宫被陷爬墙,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010026,26,第26集 皇宫家书一封,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010027,27,第27集 皇宫她的“家”,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010028,28,第28集 皇宫惊！香妃有孕,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010029,29,第29集 皇宫轩儿失踪,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,86770700,8677070000010030,30,第30集 皇宫天才少年,free,2026-04-15,,,,https://www.lrts.me/book/86770700
book,95163327,95163327_1,1,第1章 醒来。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_2,2,第2章 鸡汤。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_3,3,第3章 热情的赵婶儿。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_4,4,第4章 变了好多。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_5,5,第5章 谈心。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_6,6,第6章 打算。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_7,7,第7章 送人参。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_8,8,第8章 大家都知道了。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_9,9,第9章 挖野菜。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,95163327_10,10,第10章 再进山。,free,2023-08-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000111,11,第11章 晒野菜。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000112,12,第12章 初见花戈。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000113,13,第13章 第一桶金。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000114,14,第14章 第一次生气。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000115,15,第15章 心无芥蒂。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000116,16,第16章 苏哥儿接人。,free,2024-09-12,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000117,17,第17章 搭鸡舍，种葵花，欣欣向荣。,free,2024-09-03,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000118,18,第18章 进山遇花戈。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000119,19,第19章 捡漏了一只白虎。,free,2024-09-14,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000120,20,第20章 扶苏。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000121,21,第21章 文状元和武状元。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000122,22,第22章 卖肉。,free,2024-08-26,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000123,23,第23章 不知道的初见。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000124,24,第24章 直奔县城。,free,2024-09-18,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000125,25,第25章 扶苏和小糖。,free,2024-09-20,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000126,26,第26章 遭遇打劫。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000127,27,第27章 偶遇县令一枚。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000128,28,第28章 落户籍。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000129,29,第29章 苏哥儿送第一次礼物。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95163327,9516332700000130,30,第30章 赠肉。,free,2024-10-11,,,,https://www.lrts.me/book/95163327
book,95337588,95337588_1,1,第1章 自天降,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_2,2,第2章 宴宾客,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_3,3,第3章 识阴阳,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_4,4,第4章 入宫闱,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_5,5,第5章 封女官,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_6,6,第6章 赠金砖,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_7,7,第7章 遇瘟神,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_8,8,第8章 断音讯,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_9,9,第9章 传消息,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,95337588_10,10,第10章 近墨黑,free,2023-08-11,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000111,11,第11章 来捷报,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000112,12,第12章 再失联,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000113,13,第13章 藏书楼,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000114,14,第14章 被诬陷,free,2024-08-30,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000115,15,第15章 纳侧妃,free,2024-09-05,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000116,16,第16章 和稀泥,free,2024-09-20,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000117,17,第17章 看画像,free,2024-09-10,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000118,18,第18章 聊趣事,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000119,19,第19章 多波折,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000120,20,第20章 赴远方,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000121,21,第21章 逝芳魂,free,2025-11-14,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000122,22,第22章 冲重围,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000123,23,第23章 寻兄路,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000124,24,第24章 唤山河,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000125,25,第25章 知祸首,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000126,26,第26章 潜出营,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000127,27,第27章 得益者,free,2024-10-16,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000128,28,第28章 递家书,free,2024-08-26,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000129,29,第29章 扮巫师,free,2024-08-26,,,,https://www.lrts.me/book/95337588
book,95337588,9533758800000130,30,第30章 救齐储,free,2024-08-26,,,,https://www.lrts.me/book/95337588
book,19596072,19596072_1,1,第1集 女帝继位，王府中的刺客,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_2,2,第2集 长安流言，女帝复辟锦衣卫,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_3,3,第3集 召是不召？帝王模拟器出现,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_4,4,第4集 晋王死了？一年精纯修为,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_5,5,第5集 只想做权臣，将门虎女宁禾,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_6,6,第6集 签到绝世奇女子，崇礼锦衣卫,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_7,7,第7集 上官韵的惊悚，晋王威风不减当年,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_8,8,第8集 来自崇礼的消息，晋王的惊骇,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_9,9,第9集 晋王的决定，多次拒绝立储的先帝,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,19596072_10,10,第10集 崇礼府三日被破，神秘的萧太后,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010060,11,第11集 大皇子也死了？三千精骑也敢出关？,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010011,12,第12集 蛮族的大计，最怕姜玄的宁王,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010039,13,第13集 曾经的承诺，萧太后的示威,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010002,14,第14集 黑冰台十六都尉，周王的谋划,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010038,15,第15集 朝廷赈灾粮被抢了？震怒的女帝,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010072,16,第16集 恐惧的户部尚书，陛下可下旨从北境调军,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010028,17,第17集 女帝的打算，萧太后的错愕,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010048,18,第18集 青儿现长安，宁禾麾下三百红甲,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010098,19,第19集 慌了的胡晏，三百红甲可破三千,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010066,20,第20集 大营外的交锋，给你证据,free,2026-06-11,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010027,21,第21集 一个显眼的身影，宁不之的剑,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010088,22,第22集 不知死活的东西，枪尖如芒,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010051,23,第23集 一箭封喉，上官韵回朝,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010071,24,第24集 若女帝懂事，本王助你也未尝不可,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010067,25,第25集 王爷若以身入局，天下唾手可得,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010080,26,第26集 七百陷阵出北境,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010001,27,第27集 王府来客，吴王的怒意,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010099,28,第28集 幕后之人是大同府那一位？,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010025,29,第29集 天人不出当世无敌的许褚，模拟周王,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,19596072,1959607200010009,30,第30集 固安府守将蓝戎，女帝重伤遁走,free,2026-06-10,,,,https://www.lrts.me/book/19596072
book,30593372,30593372_1,1,第1章 老娘要及时行乐！,free,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_2,2,第2章 你说什么？,free,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_3,3,第3章 三人目瞪口呆。,free,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_4,4,第4章 公主还养了一群酒囊饭袋？,free,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_5,5,第5章 你去和亲吧。,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_6,6,第6章 臣想入赘。,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_7,7,第7章 你内涵我？,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_8,8,第8章 威胁我？,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_9,9,第9章 三十六两金。,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,30593372_10,10,第10章 我连忙点头，拿手比划示意他放手。,paid,2023-11-02,,,,https://www.lrts.me/book/30593372
book,30593372,3059337200000111,11,第11章 都在酒里，我先干为敬。,paid,2026-04-19,,,,https://www.lrts.me/book/30593372
book,30593372,3059337200000112,12,第12章 周星挽！,paid,2026-04-19,,,,https://www.lrts.me/book/30593372
book,30593372,3059337200000113,13,第13章 想躲都来不及。,paid,2026-04-19,,,,https://www.lrts.me/book/30593372
book,45916037,45916037_1,1,第1集,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_2,2,第2集,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_3,3,第3集,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_4,4,第4集,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_5,5,第5章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_6,6,第6章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_7,7,第7章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_8,8,第8章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_9,9,第9章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,45916037_10,10,第10章,free,2025-08-25,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010112,11,第11章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010044,12,第12章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010013,13,第13章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010029,14,第14章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010030,15,第15章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010017,16,第16章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010020,17,第17章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010014,18,第18章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010024,19,第19章,free,2025-12-21,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010023,20,第20章,free,2025-12-22,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010035,21,第21章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010032,22,第22章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010027,23,第23章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010026,24,第24章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010018,25,第25章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010033,26,第26章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010031,27,第27章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010036,28,第28章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010041,29,第29章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,45916037,4591603700010039,30,第30章,paid,2026-06-02,,,,https://www.lrts.me/book/45916037
book,46781577,46781577_1,1,第1章 穿越,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_2,2,第2章 穿书,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_3,3,第3章 四女,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_4,4,第4章 五爸,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_5,5,第5章 前任,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_6,6,第6章 求救,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_7,7,第7章 打赌,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_8,8,第8章 领证,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_9,9,第9章 噩梦,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,46781577_10,10,第10章 紧迫,free,2023-10-30,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000111,11,第11章 高人,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000112,12,第12章 没救,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000113,13,第13章 夜会,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000114,14,第14章 BUG,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000115,15,第15章 重生,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000116,16,第16章 老公,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000117,17,第17章 改名,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000118,18,第18章 亡夫,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000119,19,第19章 千倍,free,2024-11-10,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000120,20,第20章 停业,free,2024-11-10,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000121,21,第21章 改址,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000122,22,第22章 威胁,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000123,23,第23章 抢人,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000124,24,第24章 亲属,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000125,25,第25章 暴露,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000126,26,第26章 欠钱,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000127,27,第27章 俊妞,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000128,28,第28章 挑衅,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000129,29,第29章 整容,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,46781577,4678157700000130,30,第30章 独苗,free,2024-11-06,,,,https://www.lrts.me/book/46781577
book,58259433,58259433_1,1,短篇小说忠犬丢丢01发现小狗丢丢（记着点关注哦）,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_2,2,短篇小说忠犬丢丢小狗抱02 回家中遭到妈妈反对（记着点点赞留言哦）,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_3,3,短篇小说忠犬丢丢03丢丢为保护杨杨而受伤（记着订阅我哦）,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_4,4,短篇小说忠犬丢丢04集妈妈开始心疼丢丢（记着订阅我哦）,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_5,5,短篇小说忠犬丢丢05妈妈爱上丢丢（记得转发留言订阅哦）,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_6,6,短篇小说忠犬丢丢06杨杨爸爸惊讶杨杨妈妈的变化,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_7,7,短篇小说忠犬丢丢07杨杨一家人带着丢丢出去玩,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_8,8,短篇小说忠犬丢丢08丢丢不见了,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_9,9,短篇小说忠犬丢丢09毛毛去世了,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,58259433_10,10,短篇小说忠犬丢丢 11 杨杨爸和丢丢相依为命,free,2023-11-07,,,,https://www.lrts.me/book/58259433
book,58259433,5825943300000111,11,短篇小说《忠犬丢丢》：10集 杨杨妈妈去北京,free,2024-10-27,,,,https://www.lrts.me/book/58259433
book,58259433,5825943300000112,12,短篇小说忠犬丢丢12集杨杨妈妈牵挂丢丢,free,2024-10-27,,,,https://www.lrts.me/book/58259433
book,58259433,5825943300000113,13,短篇小说忠犬丢丢13集丢丢跑丢了,free,2024-10-27,,,,https://www.lrts.me/book/58259433
book,58259433,5825943300000114,14,短篇小说忠犬丢丢14集（大结局）杨杨全家人齐找丢丢,free,2024-10-27,,,,https://www.lrts.me/book/58259433
book,62682431,62682431_1,1,第1章 凤云鸢死,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_2,2,第2章 见你一次打你一次,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_3,3,第3章 这是造了什么孽啊,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_4,4,第4章 要这对狗男女百倍奉还,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_5,5,第5章 自甘下贱,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_6,6,第6章 不会让你再失望,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_7,7,第7章 臭气熏天的丑八怪,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_8,8,第8章 把她赶出去,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_9,9,第9章 她是你嫂子,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,62682431_10,10,第10章 这就憋不住了？,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000111,11,第11章 抓住男人的心,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000112,12,第12章 我得去一趟,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000113,13,第13章 好大的胆子,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000114,14,第14章 见一次治一次,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000115,15,第15章 这才够解气,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000116,16,第16章 不如我来教教你,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000117,17,第17章 我的夫人谁敢动？,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000118,18,第18章 别怕，有我在,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000119,19,第19章 你根本配不上北堂祁,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000120,20,第20章 开祠堂废了你,free,2024-11-06,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000121,21,第21章 砸给你们看,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000122,22,第22章 简直疯了,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000123,23,第23章 简直大快人心,free,2023-10-30,,,,https://www.lrts.me/book/62682431
book,62682431,6268243100000124,24,第24章 都滚出去,free,2023-10-30,,,,https://www.lrts.me/book/62682431
